Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
MOCO,Capital Goods,Industrial Machinery/Components,118.53,NASDAQ,0,,,,,,,,,,,,,
MDSY,Technology,EDP Services,12.4,NASDAQ,0,,,,,,,,,,,,,
MLNK,Miscellaneous,Business Services,103.88,NASDAQ,0,,,,,,,,,,,,,
MBRX,Health Care,Major Pharmaceuticals,13.02,NASDAQ,0,,,,,,,,,,,,,
MNTA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),991.57,NASDAQ,0,,,,,,,,,,,,,
MOMO,Technology,Computer Software: Prepackaged Software,6.57,NASDAQ,0,,,,,,,,,,,,,
MCRI,Consumer Services,Hotels/Resorts,498.89,NASDAQ,0,,,,,,,,,,,,,
MDLZ,Consumer Non-Durables,Packaged Foods,68.01,NASDAQ,0,,,,,,,,,,,,,
MGI,Miscellaneous,Business Services,867.19,NASDAQ,0,,,,,,,,,,,,,
MPWR,Technology,Semiconductors,3.82,NASDAQ,0,,,,,,,,,,,,,
TYPE,Technology,EDP Services,808.88,NASDAQ,0,,,,,,,,,,,,,
MNRO,Consumer Services,Automotive Aftermarket,1.79,NASDAQ,0,,,,,,,,,,,,,
MRCC,n/a,n/a,260.67,NASDAQ,0,,,,,,,,,,,,,
MNST,Consumer Non-Durables,Beverages (Production/Distribution),26.68,NASDAQ,0,,,,,,,,,,,,,
MSDI,Technology,Electronic Components,10.41,NASDAQ,0,,,,,,,,,,,,,
MSDIW,Technology,Electronic Components,n/a,NASDAQ,0,,,,,,,,,,,,,
MORN,Finance,Investment Managers,3.46,NASDAQ,0,,,,,,,,,,,,,
MOSY,Technology,Semiconductors,14.92,NASDAQ,0,,,,,,,,,,,,,
MTFB,Health Care,Major Pharmaceuticals,58.28,NASDAQ,0,,,,,,,,,,,,,
MTFBW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
MPAA,Capital Goods,Auto Parts:O.E.M.,532.02,NASDAQ,0,,,,,,,,,,,,,
MPVD,Basic Industries,Precious Metals,599.32,NASDAQ,0,,,,,,,,,,,,,
MOXC,Technology,"Computer Software: Programming, Data Processing",201.69,NASDAQ,0,,,,,,,,,,,,,
MRIC,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
MRVC,Technology,Semiconductors,69.11,NASDAQ,0,,,,,,,,,,,,,
MSBF,Finance,Savings Institutions,94.8,NASDAQ,0,,,,,,,,,,,,,
MSG,Consumer Services,Services-Misc. Amusement & Recreation,4.79,NASDAQ,0,,,,,,,,,,,,,
MTGE,Consumer Services,Real Estate Investment Trusts,746.5,NASDAQ,0,,,,,,,,,,,,,
MTGEP,Consumer Services,Real Estate Investment Trusts,51,NASDAQ,0,,,,,,,,,,,,,
TM,Capital Goods,Auto Manufacturing,169200,NYSE,0,,,,,,,,,,,,,
LABL,Miscellaneous,Publishing,1.23,NASDAQ,0,,,,,,,,,,,,,
MFSF,Finance,Major Banks,228.88,NASDAQ,0,,,,,,,,,,,,,
MYSZ,Technology,Computer Software: Prepackaged Software,40.49,NASDAQ,0,,,,,,,,,,,,,
MYL,Health Care,Major Pharmaceuticals,22.94,NASDAQ,0,,,,,,,,,,,,,
MYOK,Health Care,Major Pharmaceuticals,451.01,NASDAQ,0,,,,,,,,,,,,,
MYOS,Health Care,Major Pharmaceuticals,17.49,NASDAQ,0,,,,,,,,,,,,,
MYRG,Basic Industries,Water Supply,662.51,NASDAQ,0,,,,,,,,,,,,,
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1.3,NASDAQ,0,,,,,,,,,,,,,
NBRV,Health Care,Major Pharmaceuticals,318.13,NASDAQ,0,,,,,,,,,,,,,
NAKD,Consumer Non-Durables,Apparel,18.42,NASDAQ,0,,,,,,,,,,,,,
NNDM,Technology,Electrical Products,64.56,NASDAQ,0,,,,,,,,,,,,,
NANO,Capital Goods,Industrial Machinery/Components,735.94,NASDAQ,0,,,,,,,,,,,,,
NSTG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),407.47,NASDAQ,0,,,,,,,,,,,,,
NH,Technology,EDP Services,510.42,NASDAQ,0,,,,,,,,,,,,,
NK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),313.85,NASDAQ,0,,,,,,,,,,,,,
NSSC,Consumer Durables,Telecommunications Equipment,196.48,NASDAQ,0,,,,,,,,,,,,,
NDAQ,Finance,Investment Bankers/Brokers/Service,11.81,NASDAQ,0,,,,,,,,,,,,,
NTRA,Health Care,Medical Specialities,463.45,NASDAQ,0,,,,,,,,,,,,,
NATH,Consumer Services,Restaurants,257.48,NASDAQ,0,,,,,,,,,,,,,
NAUH,Consumer Services,Other Consumer Services,65.89,NASDAQ,0,,,,,,,,,,,,,
NKSH,Finance,Major Banks,258.84,NASDAQ,0,,,,,,,,,,,,,
FIZZ,Consumer Non-Durables,Beverages (Production/Distribution),3.52,NASDAQ,0,,,,,,,,,,,,,
NCMI,Consumer Services,Advertising,786.68,NASDAQ,0,,,,,,,,,,,,,
NCOM,Finance,Major Banks,396.38,NASDAQ,0,,,,,,,,,,,,,
NGHC,Finance,Property-Casualty Insurers,2.57,NASDAQ,0,,,,,,,,,,,,,
NGHCN,Finance,Property-Casualty Insurers,n/a,NASDAQ,0,,,,,,,,,,,,,
NGHCO,Finance,Property-Casualty Insurers,n/a,NASDAQ,0,,,,,,,,,,,,,
NGHCP,Finance,Property-Casualty Insurers,55.63,NASDAQ,0,,,,,,,,,,,,,
NGHCZ,Finance,Property-Casualty Insurers,n/a,NASDAQ,0,,,,,,,,,,,,,
NHLD,Finance,Investment Bankers/Brokers/Service,37.56,NASDAQ,0,,,,,,,,,,,,,
NHLDW,Finance,Investment Bankers/Brokers/Service,n/a,NASDAQ,0,,,,,,,,,,,,,
NATI,Technology,Computer Software: Prepackaged Software,4.22,NASDAQ,0,,,,,,,,,,,,,
NRCIA,Health Care,Biotechnology: Commercial Physical & Biological Resarch,449.93,NASDAQ,0,,,,,,,,,,,,,
NRCIB,Health Care,Biotechnology: Commercial Physical & Biological Resarch,954.87,NASDAQ,0,,,,,,,,,,,,,
NSEC,Finance,Life Insurance,42.19,NASDAQ,0,,,,,,,,,,,,,
NWLI,Finance,Life Insurance,1.12,NASDAQ,0,,,,,,,,,,,,,
NAII,Consumer Durables,Specialty Chemicals,59.1,NASDAQ,0,,,,,,,,,,,,,
NHTC,Consumer Durables,Consumer Specialties,313.9,NASDAQ,0,,,,,,,,,,,,,
NATR,Health Care,Major Pharmaceuticals,186.61,NASDAQ,0,,,,,,,,,,,,,
BABY,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.26,NASDAQ,0,,,,,,,,,,,,,
ISM,Finance,Finance: Consumer Services,n/a,NASDAQ,0,,,,,,,,,,,,,
JSM,Finance,Finance: Consumer Services,n/a,NASDAQ,0,,,,,,,,,,,,,
NAVI,Finance,Investment Bankers/Brokers/Service,4.27,NASDAQ,0,,,,,,,,,,,,,
NBCP,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
NBTB,Finance,Major Banks,1.73,NASDAQ,0,,,,,,,,,,,,,
NCIT,Technology,EDP Services,199.64,NASDAQ,0,,,,,,,,,,,,,
NKTR,Health Care,Major Pharmaceuticals,2.41,NASDAQ,0,,,,,,,,,,,,,
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2.49,NASDAQ,0,,,,,,,,,,,,,
NEO,Health Care,Precision Instruments,624.18,NASDAQ,0,,,,,,,,,,,,,
NEON,Capital Goods,Industrial Machinery/Components,74.73,NASDAQ,0,,,,,,,,,,,,,
NEOS,Health Care,Major Pharmaceuticals,119.65,NASDAQ,0,,,,,,,,,,,,,
NEOT,Health Care,Major Pharmaceuticals,19.91,NASDAQ,0,,,,,,,,,,,,,
NVCN,Health Care,Medical/Dental Instruments,129.83,NASDAQ,0,,,,,,,,,,,,,
NEPT,Health Care,Major Pharmaceuticals,78.73,NASDAQ,0,,,,,,,,,,,,,
UEPS,Finance,Investment Bankers/Brokers/Service,696.01,NASDAQ,0,,,,,,,,,,,,,
NETE,Technology,EDP Services,14.17,NASDAQ,0,,,,,,,,,,,,,
NTAP,Technology,Electronic Components,11.44,NASDAQ,0,,,,,,,,,,,,,
NTES,Miscellaneous,Business Services,37.72,NASDAQ,0,,,,,,,,,,,,,
NFLX,Consumer Services,Consumer Electronics/Video Chains,62.52,NASDAQ,0,,,,,,,,,,,,,
NTGR,Public Utilities,Telecommunications Equipment,1.76,NASDAQ,0,,,,,,,,,,,,,
NLST,Technology,Semiconductors,57.64,NASDAQ,0,,,,,,,,,,,,,
NTCT,Technology,EDP Services,3.46,NASDAQ,0,,,,,,,,,,,,,
NTWK,Technology,Computer Software: Prepackaged Software,56.61,NASDAQ,0,,,,,,,,,,,,,
CUR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),62.34,NASDAQ,0,,,,,,,,,,,,,
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.12,NASDAQ,0,,,,,,,,,,,,,
NDRM,Health Care,Major Pharmaceuticals,720.05,NASDAQ,0,,,,,,,,,,,,,
NURO,Health Care,Medical/Dental Instruments,4.99,NASDAQ,0,,,,,,,,,,,,,
NUROW,Health Care,Medical/Dental Instruments,n/a,NASDAQ,0,,,,,,,,,,,,,
NBEV,Consumer Non-Durables,Beverages (Production/Distribution),94.61,NASDAQ,0,,,,,,,,,,,,,
NYMT,Consumer Services,Real Estate Investment Trusts,720.27,NASDAQ,0,,,,,,,,,,,,,
NYMTO,Consumer Services,Real Estate Investment Trusts,n/a,NASDAQ,0,,,,,,,,,,,,,
NYMTP,Finance,Finance: Consumer Services,n/a,NASDAQ,0,,,,,,,,,,,,,
NLNK,Health Care,Major Pharmaceuticals,639.84,NASDAQ,0,,,,,,,,,,,,,
NWS,Consumer Services,Newspapers/Magazines,7.5,NASDAQ,0,,,,,,,,,,,,,
NWSA,Consumer Services,Newspapers/Magazines,7.33,NASDAQ,0,,,,,,,,,,,,,
NEWS,Finance,Finance: Consumer Services,451.51,NASDAQ,0,,,,,,,,,,,,,
NEWT,n/a,n/a,299.41,NASDAQ,0,,,,,,,,,,,,,
NEWTL,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
NEWTZ,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
NXEO,Consumer Durables,Specialty Chemicals,811.62,NASDAQ,0,,,,,,,,,,,,,
NXEOU,Consumer Durables,Specialty Chemicals,n/a,NASDAQ,0,,,,,,,,,,,,,
NXEOW,Consumer Durables,Specialty Chemicals,n/a,NASDAQ,0,,,,,,,,,,,,,
NXST,Consumer Services,Broadcasting,3.26,NASDAQ,0,,,,,,,,,,,,,
NVET,Health Care,Major Pharmaceuticals,46.54,NASDAQ,0,,,,,,,,,,,,,
NFEC,Capital Goods,Metal Fabrications,6.85,NASDAQ,0,,,,,,,,,,,,,
EGOV,Miscellaneous,Business Services,1.4,NASDAQ,0,,,,,,,,,,,,,
NICE,Technology,Computer Manufacturing,4000,NASDAQ,0,,,,,,,,,,,,,
NICK,Finance,Finance Companies,82.61,NASDAQ,0,,,,,,,,,,,,,
NCBS,Finance,Major Banks,412.34,NASDAQ,0,,,,,,,,,,,,,
NIHD,Public Utilities,Telecommunications Equipment,151.17,NASDAQ,0,,,,,,,,,,,,,
NVLS,Health Care,Major Pharmaceuticals,45.4,NASDAQ,0,,,,,,,,,,,,,
NMIH,Finance,Property-Casualty Insurers,677.21,NASDAQ,0,,,,,,,,,,,,,
NNBR,Capital Goods,Metal Fabrications,623.79,NASDAQ,0,,,,,,,,,,,,,
NDLS,Consumer Services,Restaurants,115.67,NASDAQ,0,,,,,,,,,,,,,
NDSN,Capital Goods,Industrial Machinery/Components,7.3,NASDAQ,0,,,,,,,,,,,,,
NSYS,Capital Goods,Industrial Machinery/Components,9.95,NASDAQ,0,,,,,,,,,,,,,
NBN,Finance,Major Banks,134.68,NASDAQ,0,,,,,,,,,,,,,
NTIC,Capital Goods,Industrial Specialties,70.59,NASDAQ,0,,,,,,,,,,,,,
NTRS,Finance,Major Banks,20.48,NASDAQ,0,,,,,,,,,,,,,
NTRSP,Finance,Major Banks,413.76,NASDAQ,0,,,,,,,,,,,,,
NFBK,Finance,Savings Institutions,882.21,NASDAQ,0,,,,,,,,,,,,,
NRIM,Finance,Savings Institutions,198.31,NASDAQ,0,,,,,,,,,,,,,
NWBI,Finance,Major Banks,1.78,NASDAQ,0,,,,,,,,,,,,,
NWPX,Basic Industries,Steel/Iron Ore,155.89,NASDAQ,0,,,,,,,,,,,,,
NCLH,Consumer Services,Marine Transportation,11.69,NASDAQ,0,,,,,,,,,,,,,
NWFL,Finance,Major Banks,154.88,NASDAQ,0,,,,,,,,,,,,,
NVFY,Consumer Durables,Home Furnishings,44.99,NASDAQ,0,,,,,,,,,,,,,
NVMI,Capital Goods,Electronic Components,467.89,NASDAQ,0,,,,,,,,,,,,,
NVDQ,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,445.83,NASDAQ,0,,,,,,,,,,,,,
NOVN,Health Care,Major Pharmaceuticals,104.72,NASDAQ,0,,,,,,,,,,,,,
NOVT,Miscellaneous,Industrial Machinery/Components,914.9,NASDAQ,0,,,,,,,,,,,,,
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),378.01,NASDAQ,0,,,,,,,,,,,,,
NVLN,Health Care,Major Pharmaceuticals,205.69,NASDAQ,0,,,,,,,,,,,,,
NVCR,Health Care,Medical/Dental Instruments,631.28,NASDAQ,0,,,,,,,,,,,,,
NVGN,Health Care,Major Pharmaceuticals,27.84,NASDAQ,0,,,,,,,,,,,,,
NUAN,Technology,Computer Software: Prepackaged Software,4.94,NASDAQ,0,,,,,,,,,,,,,
NMRX,Consumer Durables,Telecommunications Equipment,98.11,NASDAQ,0,,,,,,,,,,,,,
NTNX,Technology,Computer Software: Prepackaged Software,2.88,NASDAQ,0,,,,,,,,,,,,,
NUTR,Consumer Durables,Specialty Chemicals,311.13,NASDAQ,0,,,,,,,,,,,,,
NTRI,Consumer Services,Catalog/Specialty Distribution,1.56,NASDAQ,0,,,,,,,,,,,,,
NUVA,Health Care,Medical/Dental Instruments,3.79,NASDAQ,0,,,,,,,,,,,,,
NVTR,Health Care,Medical/Dental Instruments,62.65,NASDAQ,0,,,,,,,,,,,,,
QQQX,n/a,n/a,766.99,NASDAQ,0,,,,,,,,,,,,,
NVEE,Consumer Services,Other Consumer Services,377.87,NASDAQ,0,,,,,,,,,,,,,
NVEC,Technology,Semiconductors,396.44,NASDAQ,0,,,,,,,,,,,,,
NVDA,Technology,Semiconductors,60.4,NASDAQ,0,,,,,,,,,,,,,
NXPI,Technology,Semiconductors,35.9,NASDAQ,0,,,,,,,,,,,,,
NXTM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.85,NASDAQ,0,,,,,,,,,,,,,
NXTD,Consumer Services,Diversified Commercial Services,12.14,NASDAQ,0,,,,,,,,,,,,,
NXTDW,Consumer Services,Diversified Commercial Services,n/a,NASDAQ,0,,,,,,,,,,,,,
NYMX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,159.43,NASDAQ,0,,,,,,,,,,,,,
OIIM,Technology,Semiconductors,58.61,NASDAQ,0,,,,,,,,,,,,,
OVLY,Finance,Major Banks,111.74,NASDAQ,0,,,,,,,,,,,,,
OASM,Health Care,Major Pharmaceuticals,61.83,NASDAQ,0,,,,,,,,,,,,,
OBLN,Health Care,Medical/Dental Instruments,168.74,NASDAQ,0,,,,,,,,,,,,,
OBSV,Health Care,Major Pharmaceuticals,385.21,NASDAQ,0,,,,,,,,,,,,,
OBCI,Consumer Durables,Specialty Chemicals,41.25,NASDAQ,0,,,,,,,,,,,,,
OPTT,Public Utilities,Electric Utilities: Central,13.2,NASDAQ,0,,,,,,,,,,,,,
ORIG,Energy,Oil & Gas Production,61.11,NASDAQ,0,,,,,,,,,,,,,
OCFC,Finance,Savings Institutions,932.29,NASDAQ,0,,,,,,,,,,,,,
OCRX,Health Care,Major Pharmaceuticals,34.72,NASDAQ,0,,,,,,,,,,,,,
OCLR,Technology,Semiconductors,1.45,NASDAQ,0,,,,,,,,,,,,,
OFED,Finance,Savings Institutions,144.77,NASDAQ,0,,,,,,,,,,,,,
OCUL,Health Care,Major Pharmaceuticals,224.15,NASDAQ,0,,,,,,,,,,,,,
OMEX,Consumer Services,Marine Transportation,28.04,NASDAQ,0,,,,,,,,,,,,,
ODP,Consumer Services,Other Specialty Stores,2.42,NASDAQ,0,,,,,,,,,,,,,
OFS,n/a,n/a,145.36,NASDAQ,0,,,,,,,,,,,,,
OHAI,n/a,n/a,31.27,NASDAQ,0,,,,,,,,,,,,,
OVBC,Finance,Major Banks,131.11,NASDAQ,0,,,,,,,,,,,,,
OHRP,Health Care,Major Pharmaceuticals,28.07,NASDAQ,0,,,,,,,,,,,,,
ODFL,Transportation,Trucking Freight/Courier Services,7.29,NASDAQ,0,,,,,,,,,,,,,
OLBK,Finance,Major Banks,303.13,NASDAQ,0,,,,,,,,,,,,,
ONB,Finance,Major Banks,2.42,NASDAQ,0,,,,,,,,,,,,,
OPOF,Finance,Major Banks,141.25,NASDAQ,0,,,,,,,,,,,,,
OSBC,Finance,Major Banks,323.62,NASDAQ,0,,,,,,,,,,,,,
OSBCP,Finance,Major Banks,n/a,NASDAQ,0,,,,,,,,,,,,,
OLLI,Consumer Services,Department/Specialty Retail Stores,1.92,NASDAQ,0,,,,,,,,,,,,,
ZEUS,Basic Industries,Metal Fabrications,229.8,NASDAQ,0,,,,,,,,,,,,,
OFLX,Capital Goods,Industrial Specialties,431.53,NASDAQ,0,,,,,,,,,,,,,
OMER,Health Care,Major Pharmaceuticals,491.39,NASDAQ,0,,,,,,,,,,,,,
OMNT,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
OMCL,Technology,Computer Manufacturing,1.44,NASDAQ,0,,,,,,,,,,,,,
ON,Technology,Semiconductors,6.39,NASDAQ,0,,,,,,,,,,,,,
OTIV,Technology,Semiconductors,64.69,NASDAQ,0,,,,,,,,,,,,,
ONS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),73.97,NASDAQ,0,,,,,,,,,,,,,
ONSIW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,NASDAQ,0,,,,,,,,,,,,,
ONSIZ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,NASDAQ,0,,,,,,,,,,,,,
OGXI,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,15.34,NASDAQ,0,,,,,,,,,,,,,
OMED,Health Care,Major Pharmaceuticals,381.31,NASDAQ,0,,,,,,,,,,,,,
ONTX,Health Care,Major Pharmaceuticals,20.01,NASDAQ,0,,,,,,,,,,,,,
ONTXW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
ONCS,Health Care,Major Pharmaceuticals,26.05,NASDAQ,0,,,,,,,,,,,,,
OHGI,Public Utilities,Telecommunications Equipment,10.53,NASDAQ,0,,,,,,,,,,,,,
ONVI,Miscellaneous,Business Services,31.22,NASDAQ,0,,,,,,,,,,,,,
OTEX,Technology,EDP Services,9.1,NASDAQ,0,,,,,,,,,,,,,
OPXA,Health Care,Major Pharmaceuticals,6.21,NASDAQ,0,,,,,,,,,,,,,
OPXAW,Health Care,Major Pharmaceuticals,n/a,NASDAQ,0,,,,,,,,,,,,,
OPGN,Health Care,Medical Specialities,21.5,NASDAQ,0,,,,,,,,,,,,,
OPGNW,Health Care,Medical Specialities,n/a,NASDAQ,0,,,,,,,,,,,,,
OPHT,Health Care,Major Pharmaceuticals,124.97,NASDAQ,0,,,,,,,,,,,,,
OPK,Health Care,Major Pharmaceuticals,4.52,NASDAQ,0,,,,,,,,,,,,,
OBAS,Finance,Real Estate,40.92,NASDAQ,0,,,,,,,,,,,,,
OCC,Basic Industries,Telecommunications Equipment,25.41,NASDAQ,0,,,,,,,,,,,,,
OPHC,Finance,Major Banks,4.27,NASDAQ,0,,,,,,,,,,,,,
OPB,n/a,n/a,682.11,NASDAQ,0,,,,,,,,,,,,,
ORMP,Health Care,Major Pharmaceuticals,81.03,NASDAQ,0,,,,,,,,,,,,,
OSUR,Health Care,Medical/Dental Instruments,630.87,NASDAQ,0,,,,,,,,,,,,,
ORBC,Consumer Services,Telecommunications Equipment,671.38,NASDAQ,0,,,,,,,,,,,,,
ORBK,Capital Goods,Industrial Machinery/Components,1.52,NASDAQ,0,,,,,,,,,,,,,
ORLY,Consumer Services,Other Specialty Stores,24.81,NASDAQ,0,,,,,,,,,,,,,
OREX,Health Care,Major Pharmaceuticals,60.68,NASDAQ,0,,,,,,,,,,,,,
ONVO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),318.45,NASDAQ,0,,,,,,,,,,,,,
SEED,Consumer Non-Durables,Farming/Seeds/Milling,44.83,NASDAQ,0,,,,,,,,,,,,,
OACQ,Finance,Business Services,46.45,NASDAQ,0,,,,,,,,,,,,,
OACQR,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
OACQU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
OACQW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
OESX,Consumer Durables,Building Products,58.31,NASDAQ,0,,,,,,,,,,,,,
ORIT,Finance,Major Banks,770.52,NASDAQ,0,,,,,,,,,,,,,
ORRF,Finance,Major Banks,175.6,NASDAQ,0,,,,,,,,,,,,,
OFIX,Health Care,Medical/Dental Instruments,711.04,NASDAQ,0,,,,,,,,,,,,,
OSIS,Technology,Semiconductors,1.36,NASDAQ,0,,,,,,,,,,,,,
OSN,Basic Industries,Steel/Iron Ore,13.26,NASDAQ,0,,,,,,,,,,,,,
OTEL,Public Utilities,Telecommunications Equipment,21.34,NASDAQ,0,,,,,,,,,,,,,
OTG,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
OTIC,Health Care,Major Pharmaceuticals,385.78,NASDAQ,0,,,,,,,,,,,,,
OTTW,Finance,Savings Institutions,46.91,NASDAQ,0,,,,,,,,,,,,,
OTTR,Public Utilities,Electric Utilities: Central,1.45,NASDAQ,0,,,,,,,,,,,,,
OVAS,Health Care,Major Pharmaceuticals,54.53,NASDAQ,0,,,,,,,,,,,,,
OSTK,Consumer Services,Catalog/Specialty Distribution,436.91,NASDAQ,0,,,,,,,,,,,,,
OXBR,Finance,Property-Casualty Insurers,38.74,NASDAQ,0,,,,,,,,,,,,,
OXBRW,Finance,Property-Casualty Insurers,n/a,NASDAQ,0,,,,,,,,,,,,,
OXFD,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,340.68,NASDAQ,0,,,,,,,,,,,,,
OXLC,n/a,n/a,213.39,NASDAQ,0,,,,,,,,,,,,,
OXLCN,n/a,n/a,28.67,NASDAQ,0,,,,,,,,,,,,,
OXLCO,n/a,n/a,n/a,NASDAQ,0,,,,,,,,,,,,,
PFIN,Technology,Industrial Machinery/Components,30.29,NASDAQ,0,,,,,,,,,,,,,
PTSI,Transportation,Trucking Freight/Courier Services,111.64,NASDAQ,0,,,,,,,,,,,,,
PCAR,Capital Goods,Auto Manufacturing,24.17,NASDAQ,0,,,,,,,,,,,,,
PACB,Capital Goods,Biotechnology: Laboratory Analytical Instruments,444.15,NASDAQ,0,,,,,,,,,,,,,
PCBK,Finance,Major Banks,555.11,NASDAQ,0,,,,,,,,,,,,,
PEIX,Basic Industries,Major Chemicals,292.36,NASDAQ,0,,,,,,,,,,,,,
PMBC,Finance,Major Banks,171.34,NASDAQ,0,,,,,,,,,,,,,
PPBI,Finance,Major Banks,1.08,NASDAQ,0,,,,,,,,,,,,,
PAAC,Finance,Business Services,79.51,NASDAQ,0,,,,,,,,,,,,,
PAACR,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
PAACU,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
PAACW,Finance,Business Services,n/a,NASDAQ,0,,,,,,,,,,,,,
PCRX,Health Care,Major Pharmaceuticals,1.8,NASDAQ,0,,,,,,,,,,,,,
PACW,Finance,Major Banks,6.66,NASDAQ,0,,,,,,,,,,,,,
PTIE,Health Care,Major Pharmaceuticals,31.84,NASDAQ,0,,,,,,,,,,,,,
PAAS,Basic Industries,Precious Metals,2.62,NASDAQ,0,,,,,,,,,,,,,
PNRA,Consumer Services,Restaurants,5.37,NASDAQ,0,,,,,,,,,,,,,
PANL,Transportation,Marine Transportation,122.26,NASDAQ,0,,,,,,,,,,,,,
PZZA,Consumer Services,Restaurants,2.82,NASDAQ,0,,,,,,,,,,,,,
FRSH,Consumer Services,Restaurants,69.85,NASDAQ,0,,,,,,,,,,,,,
PBNC,Finance,Major Banks,288.83,NASDAQ,0,,,,,,,,,,,,,
PRTK,Health Care,Major Pharmaceuticals,410.44,NASDAQ,0,,,,,,,,,,,,,
PRXL,Health Care,Biotechnology: Commercial Physical & Biological Resarch,3.27,NASDAQ,0,,,,,,,,,,,,,
PCYG,Technology,EDP Services,272.36,NASDAQ,0,,,,,,,,,,,,,
PSTB,Finance,Major Banks,628.43,NASDAQ,0,,,,,,,,,,,,,
PKBK,Finance,Major Banks,145.76,NASDAQ,0,,,,,,,,,,,,,
PRKR,Technology,Radio And Television Broadcasting And Communications Equipment,26.26,NASDAQ,0,,,,,,,,,,,,,
PKOH,Capital Goods,Industrial Specialties,453.47,NASDAQ,0,,,,,,,,,,,,,
PTNR,Public Utilities,Telecommunications Equipment,920.98,NASDAQ,0,,,,,,,,,,,,,
PBHC,Finance,Major Banks,61.64,NASDAQ,0,,,,,,,,,,,,,
PATK,Basic Industries,Forest Products,1.09,NASDAQ,0,,,,,,,,,,,,,
PNBK,Finance,Major Banks,56.77,NASDAQ,0,,,,,,,,,,,,,
PATI,Transportation,Trucking Freight/Courier Services,70.23,NASDAQ,0,,,,,,,,,,,,,
PEGI,Public Utilities,Electric Utilities: Central,1.76,NASDAQ,0,,,,,,,,,,,,,
PDCO,Health Care,Medical Specialities,4.45,NASDAQ,0,,,,,,,,,,,,,
PTEN,Energy,Oil & Gas Production,4.36,NASDAQ,0,,,,,,,,,,,,,
PAVM,Health Care,Medical/Dental Instruments,157.84,NASDAQ,0,,,,,,,,,,,,,
PAVMW,Health Care,Medical/Dental Instruments,n/a,NASDAQ,0,,,,,,,,,,,,,
PAYX,Consumer Services,Diversified Commercial Services,22.56,NASDAQ,0,,,,,,,,,,,,,
PCTY,Technology,Computer Software: Prepackaged Software,1.87,NASDAQ,0,,,,,,,,,,,,,
PYDS,Finance,Investment Bankers/Brokers/Service,16.5,NASDAQ,0,,,,,,,,,,,,,
PYPL,Miscellaneous,Business Services,51.19,NASDAQ,0,,,,,,,,,,,,,
PBBI,Finance,Savings Institutions,82.74,NASDAQ,0,,,,,,,,,,,,,
CNXN,Consumer Services,Catalog/Specialty Distribution,754.82,NASDAQ,0,,,,,,,,,,,,,
PCMI,Consumer Services,Catalog/Specialty Distribution,333.29,NASDAQ,0,,,,,,,,,,,,,
PCTI,Technology,Radio And Television Broadcasting And Communications Equipment,103.52,NASDAQ,0,,,,,,,,,,,,,
PDCE,Energy,Oil & Gas Production,4.31,NASDAQ,0,,,,,,,,,,,,,
PDFS,Technology,EDP Services,692.32,NASDAQ,0,,,,,,,,,,,,,
PDLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),357.61,NASDAQ,0,,,,,,,,,,,,,
PDVW,Public Utilities,Telecommunications Equipment,309.81,NASDAQ,0,,,,,,,,,,,,,
